Date,Account,Category,Subcategory,Note,MYR,Income/Expense,Description,Amount,Currency,Account2
7/3/2024,Bank Islam,🤑 Allowance,,,200,Income,,200,MYR,200
8/3/2024,Public Bank,Phone,Maxis,,72.05,Expense,,72.05,MYR,72.05
9/3/2024,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9
9/3/2024,Cash,🍜 Food,Lunch,,12.9,Expense,,12.9,MYR,12.9
9/3/2024,Cash,🍜 Food,Beverages,,10.9,Expense,,10.9,MYR,10.9
10/3/2024,Cash,🚖 Transport,Parking Ticket,,3,Expense,,3,MYR,3
10/3/2024,Cash,🍜 Food,Eating out,,10,Expense,,10,MYR,10
10/3/2024,Public Bank,🎮 Game,Arknight,,21.99,Expense,,21.99,MYR,21.99
11/3/2024,Cash,🍜 Food,Eating out,,6.1,Expense,,6.1,MYR,6.1
12/3/2024,Cash,🍜 Food,Dinner,,9,Expense,,9,MYR,9
12/3/2024,Cash,🍜 Food,Beverages,,3,Expense,,3,MYR,3
12/3/2024,Cash,🍜 Food,Groceries,,10.5,Expense,,10.5,MYR,10.5
12/3/2024,Cash,🍜 Food,Groceries,,12.8,Expense,,12.8,MYR,12.8
12/3/2024,Public Bank,🎮 Game,Steam,,26.13,Expense,,26.13,MYR,26.13
13/3/2024,Cash,🤑 Allowance,,,50,Income,,50,MYR,50
13/3/2024,Cash,🍜 Food,Iftar,,8,Expense,,8,MYR,8
13/3/2024,Cash,🍜 Food,Iftar,,4,Expense,,4,MYR,4
14/3/2024,Cash,🍜 Food,Eating out,,6,Expense,,6,MYR,6
14/3/2024,Cash,🍜 Food,Iftar,,4,Expense,,4,MYR,4
14/3/2024,Public Bank,🧘🏼 Health,Toiletries,,15,Expense,,15,MYR,15
15/3/2024,Cash,🍜 Food,Iftar,,8,Expense,,8,MYR,8
15/3/2024,Cash,🍜 Food,Iftar,,6,Expense,,6,MYR,6
16/3/2024,Bank Islam,Cash,,,100,Transfer-Out,,100,MYR,100
16/3/2024,Bank Islam,Other,,Fees,1,Expense,,1,MYR,1
16/3/2024,Cash,🍜 Food,Iftar,,9,Expense,,9,MYR,9
16/3/2024,Cash,🍜 Food,Iftar,,6,Expense,,6,MYR,6
17/3/2024,Public Bank,🎮 Game,Honkai Impact 3rd,,23.9,Expense,,23.9,MYR,23.9
17/3/2024,Public Bank,🎮 Game,Azurlane,,29.99,Expense,,29.99,MYR,29.99
18/3/2024,Cash,🍜 Food,Iftar,,4,Expense,,4,MYR,4
18/3/2024,Cash,🍜 Food,Iftar,,4,Expense,,4,MYR,4
18/3/2024,Cash,🍜 Food,Iftar,,9,Expense,,9,MYR,9
19/3/2024,Public Bank,Other,Other,ChatGPT,6,Expense,,6,MYR,6
21/3/2024,Cash,🍜 Food,Iftar,,6,Expense,,6,MYR,6
21/3/2024,Cash,🍜 Food,Iftar,,3,Expense,,3,MYR,3
22/3/2024,Cash,🍜 Food,Iftar,,2,Expense,,2,MYR,2
22/3/2024,Cash,🍜 Food,Iftar,,8,Expense,,8,MYR,8
22/3/2024,Cash,🍜 Food,Iftar,,8,Expense,,8,MYR,8
22/3/2024,Cash,🍜 Food,Iftar,,3,Expense,,3,MYR,3
23/3/2024,Cash,🍜 Food,Iftar,,11,Expense,,11,MYR,11
23/3/2024,Cash,🧥 Apparel,,,19.7,Expense,,19.7,MYR,19.7
24/3/2024,Cash,🍜 Food,Iftar,,10,Expense,,10,MYR,10
24/3/2024,Public Bank,🧘🏼 Health,Toiletries,,21.35,Expense,,21.35,MYR,21.35
24/3/2024,Public Bank,🎮 Game,Honkai Star Rail,,39.9,Expense,,39.9,MYR,39.9
25/3/2024,Cash,🤑 Allowance,,,10,Income,,10,MYR,10
25/3/2024,Cash,🤑 Allowance,,,10,Income,,10,MYR,10
25/3/2024,Cash,🍜 Food,Iftar,,9,Expense,,9,MYR,9
25/3/2024,Cash,🍜 Food,Iftar,,6,Expense,,6,MYR,6
25/3/2024,Cash,🍜 Food,Iftar,,8,Expense,,8,MYR,8
26/3/2024,Cash,🤑 Allowance,,,30,Income,,30,MYR,30
26/3/2024,Cash,🍜 Food,Iftar,,19,Expense,,19,MYR,19
26/3/2024,Cash,🍜 Food,Iftar,,6,Expense,,6,MYR,6
28/3/2024,Cash,🤑 Allowance,,,15,Income,,15,MYR,15
28/3/2024,Cash,Public Bank,,,23,Transfer-Out,,23,MYR,23
28/3/2024,Cash,🍜 Food,Iftar,,8,Expense,,8,MYR,8
28/3/2024,Cash,🍜 Food,Iftar,,6,Expense,,6,MYR,6
28/3/2024,Cash,🍜 Food,Iftar,,2,Expense,,2,MYR,2
29/3/2024,Cash,Other,Other,,3,Expense,,3,MYR,3
29/3/2024,Public Bank,💰 Salary,,,1433.85,Income,,1433.85,MYR,1433.85
29/3/2024,Cash,🍜 Food,Iftar,,13,Expense,,13,MYR,13
29/3/2024,Cash,🍜 Food,Iftar,,6,Expense,,6,MYR,6
29/3/2024,Public Bank,🧘🏼 Health,Toiletries,,18.3,Expense,,18.3,MYR,18.3
30/3/2024,Public Bank,Mak,,,350,Expense,,350,MYR,350
30/3/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
30/3/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
30/3/2024,Cash,🍜 Food,Iftar,,12,Expense,,12,MYR,12
30/3/2024,Cash,🍜 Food,Iftar,,5,Expense,,5,MYR,5
30/3/2024,Cash,Other,Other,Zakat,15,Expense,,15,MYR,15
30/3/2024,Cash,🍜 Food,Iftar,,2,Expense,,2,MYR,2
31/3/2024,Public Bank,Other,Other,,21.9,Expense,,21.9,MYR,21.9
31/3/2024,Public Bank,Other,Other,Dewey,50.42,Expense,,50.42,MYR,50.42
31/3/2024,Cash,🍜 Food,Iftar,,6,Expense,,6,MYR,6
31/3/2024,Cash,🍜 Food,Iftar,,6,Expense,,6,MYR,6
1/4/2024,Cash,🍜 Food,Iftar,,8,Expense,,8,MYR,8
1/4/2024,Cash,🍜 Food,Iftar,,6,Expense,,6,MYR,6
2/4/2024,Public Bank,Phone,Yoodo,,40,Expense,,40,MYR,40
2/4/2024,Public Bank,ASB,,,150,Transfer-Out,,150,MYR,150
2/4/2024,Public Bank,Wahed,,,50,Transfer-Out,,50,MYR,50
2/4/2024,Cash,🍜 Food,Iftar,,9,Expense,,9,MYR,9
2/4/2024,Cash,🍜 Food,Iftar,,11,Expense,,11,MYR,11
2/4/2024,Cash,🍜 Food,Iftar,,10,Expense,,10,MYR,10
3/4/2024,Cash,🤑 Allowance,,,10,Income,,10,MYR,10
3/4/2024,Cash,🚖 Transport,Bus,,3,Expense,,3,MYR,3
3/4/2024,Public Bank,🚖 Transport,Grabcar,,7,Expense,,7,MYR,7
3/4/2024,Public Bank,🧥 Apparel,,,129.8,Expense,,129.8,MYR,129.8
3/4/2024,Public Bank,🧥 Apparel,,,9,Expense,,9,MYR,9
3/4/2024,Public Bank,🧥 Apparel,,,59.9,Expense,,59.9,MYR,59.9
3/4/2024,Public Bank,🚖 Transport,Grabcar,,8,Expense,,8,MYR,8
3/4/2024,Cash,🚖 Transport,Bus,,3,Expense,,3,MYR,3
3/4/2024,Cash,🚖 Transport,Bus,,3,Expense,,3,MYR,3
3/4/2024,Cash,🚖 Transport,Bus,,3,Expense,,3,MYR,3
3/4/2024,Public Bank,🧘🏼 Health,Gunting Rambut,,20,Expense,,20,MYR,20
3/4/2024,Public Bank,🎮 Game,Genshin Impact,,19.9,Expense,,19.9,MYR,19.9
3/4/2024,Public Bank,PTPTN,,,50,Expense,,50,MYR,50
3/4/2024,Public Bank,🎮 Game,Blue Archive,,14.99,Expense,,14.99,MYR,14.99
3/4/2024,Public Bank,🎮 Game,Blue Archive,,34.99,Expense,,34.99,MYR,34.99
3/4/2024,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9
4/4/2024,Cash,🍜 Food,Iftar,,12,Expense,,12,MYR,12
4/4/2024,Cash,🍜 Food,Iftar,,3,Expense,,3,MYR,3
4/4/2024,Cash,🧘🏼 Health,Toiletries,,15.35,Expense,,15.35,MYR,15.35
5/4/2024,Public Bank,🚖 Transport,Grabcar,,21,Expense,,21,MYR,21
5/4/2024,Public Bank,🚖 Transport,Grabcar,,17,Expense,,17,MYR,17
5/4/2024,Cash,🤑 Allowance,,,33,Income,,33,MYR,33
5/4/2024,Cash,🍜 Food,Iftar,,5,Expense,,5,MYR,5
6/4/2024,Cash,🍜 Food,Iftar,,19,Expense,,19,MYR,19
7/4/2024,Public Bank,🍜 Food,Iftar,,27.8,Expense,,27.8,MYR,27.8
7/4/2024,Cash,🍜 Food,Iftar,,4,Expense,,4,MYR,4
9/4/2024,Public Bank,Phone,Yoodo,,63.6,Expense,,63.6,MYR,63.6
9/4/2024,Public Bank,🎮 Game,Arknight,,21.99,Expense,,21.99,MYR,21.99
9/4/2024,Cash,Other,Other,,8.6,Expense,,8.6,MYR,8.6
9/4/2024,Cash,Other,Other,,25,Expense,,25,MYR,25
11/4/2024,Cash,🤑 Allowance,,,90,Income,,90,MYR,90
11/4/2024,Public Bank,🧘🏼 Health,Toiletries,,8.5,Expense,,8.5,MYR,8.5
12/4/2024,Cash,🍜 Food,Lunch,,15.9,Expense,,15.9,MYR,15.9
13/4/2024,Public Bank,🤑 Allowance,,STR,100,Income,,100,MYR,100
13/4/2024,Cash,🍜 Food,Beverages,,10,Expense,,10,MYR,10
14/4/2024,Cash,🍜 Food,Lunch,,11.2,Expense,,11.2,MYR,11.2
15/4/2024,Cash,🤑 Allowance,,,11,Income,,11,MYR,11
15/4/2024,Cash,🍜 Food,Eating out,,15.5,Expense,,15.5,MYR,15.5
15/4/2024,Public Bank,Cash,,,50,Transfer-Out,,50,MYR,50
15/4/2024,Public Bank,🧘🏼 Health,Toiletries,,21.85,Expense,,21.85,MYR,21.85
16/4/2024,Public Bank,Cash,,,50,Transfer-Out,,50,MYR,50
16/4/2024,Cash,🍜 Food,Lunch,,11,Expense,,11,MYR,11
17/4/2024,Cash,🧘🏼 Health,Medicine,,100,Expense,,100,MYR,100
18/4/2024,Public Bank,Phone,Yoodo,,15,Expense,,15,MYR,15
19/4/2024,Cash,🍜 Food,Lunch,,32.3,Expense,,32.3,MYR,32.3
19/4/2024,Cash,🚖 Transport,Bus,,7,Expense,,7,MYR,7
20/4/2024,Bank Islam,Cash,,,50,Transfer-Out,,50,MYR,50
20/4/2024,Bank Islam,Other,,Fees,1,Expense,,1,MYR,1
20/4/2024,Cash,🍜 Food,Eating out,,3.9,Expense,,3.9,MYR,3.9
20/4/2024,Cash,🍜 Food,Eating out,,4,Expense,,4,MYR,4
21/4/2024,Cash,🍜 Food,Lunch,,26.9,Expense,,26.9,MYR,26.9
22/4/2024,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
22/4/2024,Cash,🍜 Food,Dinner,,4.2,Expense,,4.2,MYR,4.2
23/4/2024,Cash,🍜 Food,Lunch,,14,Expense,,14,MYR,14
23/4/2024,Cash,🧘🏼 Health,Medicine,,10.1,Expense,,10.1,MYR,10.1
24/4/2024,Cash,🍜 Food,Lunch,,16.8,Expense,,16.8,MYR,16.8
24/4/2024,Public Bank,🍜 Food,Groceries,,26.1,Expense,,26.1,MYR,26.1
25/4/2024,Bank Islam,Public Bank,,,250,Transfer-Out,,250,MYR,250
26/4/2024,Public Bank,Cash,,,50,Transfer-Out,,50,MYR,50
26/4/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
26/4/2024,Cash,🍜 Food,Dinner,,7.7,Expense,,7.7,MYR,7.7
26/4/2024,Public Bank,🧘🏼 Health,Toiletries,,19,Expense,,19,MYR,19
27/4/2024,Cash,🍜 Food,Dinner,,4,Expense,,4,MYR,4
27/4/2024,Cash,🍜 Food,Dinner,,7.8,Expense,,7.8,MYR,7.8
28/4/2024,Cash,🍜 Food,Eating out,,6.8,Expense,,6.8,MYR,6.8
29/4/2024,Public Bank,💰 Salary,,,1592.45,Income,,1592.45,MYR,1592.45
29/4/2024,Public Bank,🍜 Food,Lunch,,15.9,Expense,,15.9,MYR,15.9
29/4/2024,Public Bank,🧘🏼 Health,Toiletries,,51.6,Expense,,51.6,MYR,51.6
29/4/2024,Cash,🍜 Food,Dinner,,10,Expense,,10,MYR,10
29/4/2024,Cash,🍜 Food,Groceries,,5,Expense,,5,MYR,5
30/4/2024,Public Bank,Mak,,,300,Expense,,300,MYR,300
30/4/2024,Public Bank,Cash,,,150,Transfer-Out,,150,MYR,150
30/4/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
30/4/2024,Cash,🍜 Food,Eating out,,6.1,Expense,,6.1,MYR,6.1
1/5/2024,Public Bank,🍜 Food,Lunch,,80,Expense,,80,MYR,80
1/5/2024,Public Bank,🎮 Game,Azurlane,,29.99,Expense,,29.99,MYR,29.99
1/5/2024,Public Bank,Other,Other,Zamri,50,Expense,,50,MYR,50
1/5/2024,Public Bank,Phone,Yoodo,,45,Expense,,45,MYR,45
2/5/2024,Public Bank,🚖 Transport,Grabcar,,5,Expense,,5,MYR,5
2/5/2024,Cash,🚖 Transport,Bus,,3,Expense,,3,MYR,3
2/5/2024,Public Bank,Other,Movies,,14,Expense,,14,MYR,14
2/5/2024,Cash,🍜 Food,Beverages,,4.5,Expense,,4.5,MYR,4.5
2/5/2024,Public Bank,🍜 Food,Lunch,,29.5,Expense,,29.5,MYR,29.5
2/5/2024,Public Bank,🧥 Apparel,,,29.99,Expense,,29.99,MYR,29.99
2/5/2024,Public Bank,🚖 Transport,Grabcar,,8,Expense,,8,MYR,8
3/5/2024,Public Bank,SIMPANAN,ASB,,200,Expense,,200,MYR,200
3/5/2024,Public Bank,PTPTN,,,50,Expense,,50,MYR,50
3/5/2024,Public Bank,🎮 Game,Snowbreak,,24.99,Expense,,24.99,MYR,24.99
3/5/2024,Cash,Other,Other,,5,Expense,,5,MYR,5
4/5/2024,Public Bank,Phone,Maxis,,63.6,Expense,,63.6,MYR,63.6
4/5/2024,Public Bank,🍜 Food,Eating out,,15.9,Expense,,15.9,MYR,15.9
5/5/2024,Cash,🍜 Food,Lunch,,11.5,Expense,,11.5,MYR,11.5
6/5/2024,Public Bank,🎮 Game,Honkai Star Rail,,39.9,Expense,,39.9,MYR,39.9
6/5/2024,Public Bank,Cash,,,50,Transfer-Out,,50,MYR,50
6/5/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
6/5/2024,Cash,🍜 Food,Lunch,,14.6,Expense,,14.6,MYR,14.6
8/5/2024,Public Bank,🚖 Transport,Grabcar,,7,Expense,,7,MYR,7
8/5/2024,Public Bank,🚖 Transport,Grabcar,,7,Expense,,7,MYR,7
8/5/2024,Cash,🧘🏼 Health,Medicine,,5,Expense,,5,MYR,5
8/5/2024,Cash,🍜 Food,Lunch,,20.9,Expense,,20.9,MYR,20.9
8/5/2024,Public Bank,🚖 Transport,Grabcar,,14,Expense,,14,MYR,14
8/5/2024,Public Bank,Other,Other,,20,Expense,,20,MYR,20
8/5/2024,Bank Islam,Cash,,,100,Transfer-Out,,100,MYR,100
8/5/2024,Bank Islam,Other,,Fees,1,Expense,,1,MYR,1
9/5/2024,Cash,🍜 Food,Eating out,,8.5,Expense,,8.5,MYR,8.5
9/5/2024,Public Bank,🍜 Food,Groceries,,12.4,Expense,,12.4,MYR,12.4
10/5/2024,Cash,🍜 Food,Beverages,,3,Expense,,3,MYR,3
11/5/2024,Cash,🍜 Food,Eating out,,6.1,Expense,,6.1,MYR,6.1
12/5/2024,Cash,🍜 Food,Lunch,,15.9,Expense,,15.9,MYR,15.9
12/5/2024,Public Bank,🍜 Food,Groceries,,12.6,Expense,,12.6,MYR,12.6
12/5/2024,Cash,🍜 Food,Eating out,,7.3,Expense,,7.3,MYR,7.3
13/5/2024,Public Bank,Cash,,,50,Transfer-Out,,50,MYR,50
13/5/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
13/5/2024,Cash,🍜 Food,Lunch,,11,Expense,,11,MYR,11
13/5/2024,Cash,🧥 Apparel,,,2.9,Expense,,2.9,MYR,2.9
14/5/2024,Cash,🚖 Transport,Bus,,6,Expense,,6,MYR,6
14/5/2024,Cash,🚖 Transport,Bus,,6,Expense,,6,MYR,6
15/5/2024,Cash,🍜 Food,Eating out,,8.5,Expense,,8.5,MYR,8.5
15/5/2024,Cash,🍜 Food,Eating out,,4,Expense,,4,MYR,4
16/5/2024,Cash,🍜 Food,Lunch,,7.6,Expense,,7.6,MYR,7.6
16/5/2024,Public Bank,Rent,,,1000,Expense,,1000,MYR,1000
16/5/2024,ASB,Public Bank,,,620,Transfer-Out,,620,MYR,620
17/5/2024,Cash,🍜 Food,Eating out,,15.9,Expense,,15.9,MYR,15.9
18/5/2024,Cash,🍜 Food,Eating out,,6,Expense,,6,MYR,6
18/5/2024,Public Bank,Cash,,,50,Transfer-Out,,50,MYR,50
18/5/2024,Cash,🍜 Food,Eating out,,12,Expense,,12,MYR,12
18/5/2024,Cash,🍜 Food,Eating out,,15,Expense,,15,MYR,15
18/5/2024,Cash,🍜 Food,Beverages,,12,Expense,,12,MYR,12
20/5/2024,Cash,🍜 Food,Lunch,,11.2,Expense,,11.2,MYR,11.2
20/5/2024,Cash,Other,Other,,3.45,Expense,,3.45,MYR,3.45
21/5/2024,Cash,🍜 Food,Eating out,,8.5,Expense,,8.5,MYR,8.5
21/5/2024,Public Bank,🍜 Food,Eating out,,17.6,Expense,,17.6,MYR,17.6
22/5/2024,Cash,🍜 Food,Eating out,,3.9,Expense,,3.9,MYR,3.9
22/5/2024,Cash,🍜 Food,Beverages,,3,Expense,,3,MYR,3
22/5/2024,Cash,🍜 Food,Dinner,,5.4,Expense,,5.4,MYR,5.4
23/5/2024,Cash,🍜 Food,Eating out,,7.8,Expense,,7.8,MYR,7.8
24/5/2024,Bank Rakyat,Cash,,,100,Transfer-Out,,100,MYR,100
24/5/2024,Bank Rakyat,Other,,Fees,1,Expense,,1,MYR,1
24/5/2024,Cash,🧘🏼 Health,Toiletries,,30,Expense,,30,MYR,30
24/5/2024,Cash,🍜 Food,Eating out,,8.5,Expense,,8.5,MYR,8.5
25/5/2024,Cash,🍜 Food,Groceries,,4,Expense,,4,MYR,4
26/5/2024,Cash,🍜 Food,Beverages,,4,Expense,,4,MYR,4
26/5/2024,Cash,🍜 Food,Lunch,,13.9,Expense,,13.9,MYR,13.9
29/5/2024,Cash,🧘🏼 Health,Gunting Rambut,,18,Expense,,18,MYR,18
30/5/2024,Public Bank,💰 Salary,,,1354.79,Income,,1354.79,MYR,1354.79
30/5/2024,Cash,🤑 Allowance,,,104.55,Income,,104.55,MYR,104.55
30/5/2024,SSPN,Modified Bal.,,Difference,790.68,Income,,790.68,MYR,790.68
30/5/2024,SSPN,Cash,,,350,Transfer-Out,,350,MYR,350
30/5/2024,SSPN,Other,,Fees,0.5,Expense,,0.5,MYR,0.5
30/5/2024,Public Bank,Cash,,,300,Transfer-Out,,300,MYR,300
30/5/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
30/5/2024,Cash,Mak,,,300,Expense,,300,MYR,300
30/5/2024,Public Bank,🍜 Food,Eating out,,8.5,Expense,,8.5,MYR,8.5
30/5/2024,Public Bank,🧘🏼 Health,Toiletries,,46.2,Expense,,46.2,MYR,46.2
30/5/2024,Public Bank,🚖 Transport,Parking Ticket,,4,Expense,,4,MYR,4
30/5/2024,Public Bank,🧥 Apparel,,,100.2,Expense,,100.2,MYR,100.2
30/5/2024,Public Bank,🧘🏼 Health,Toiletries,,12.9,Expense,,12.9,MYR,12.9
30/5/2024,Cash,🍜 Food,Dinner,,12.9,Expense,,12.9,MYR,12.9
30/5/2024,Cash,🍜 Food,Beverages,,8,Expense,,8,MYR,8
30/5/2024,Public Bank,🚖 Transport,Parking Ticket,,4,Expense,,4,MYR,4
30/5/2024,Public Bank,🧘🏼 Health,Toiletries,,21.6,Expense,,21.6,MYR,21.6
31/5/2024,Cash,🤑 Allowance,,Jual Laptop,200,Income,,200,MYR,200
31/5/2024,Public Bank,🚖 Transport,Parking Ticket,,4,Expense,,4,MYR,4
31/5/2024,Cash,🧥 Apparel,,,30,Expense,,30,MYR,30
31/5/2024,Cash,🍜 Food,Eating out,,31.6,Expense,,31.6,MYR,31.6
31/5/2024,Cash,🧘🏼 Health,Toiletries,,12.9,Expense,,12.9,MYR,12.9
1/6/2024,Cash,🤑 Allowance,,,100,Income,,100,MYR,100
1/6/2024,Cash,🍜 Food,Breakfast,,20.05,Expense,,20.05,MYR,20.05
1/6/2024,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17
1/6/2024,Public Bank,🧘🏼 Health,Toiletries,,46.3,Expense,,46.3,MYR,46.3
1/6/2024,Cash,🍜 Food,Groceries,,110.8,Expense,,110.8,MYR,110.8
1/6/2024,Public Bank,🍜 Food,Groceries,,41.2,Expense,,41.2,MYR,41.2
1/6/2024,Cash,🍜 Food,Beverages,,4,Expense,,4,MYR,4
2/6/2024,Cash,🍜 Food,Lunch,,9.2,Expense,,9.2,MYR,9.2
2/6/2024,Cash,🍜 Food,Beverages,,3,Expense,,3,MYR,3
2/6/2024,Cash,🍜 Food,Dinner,NG Kampung - 8.9,12.7,Expense,,12.7,MYR,12.7
3/6/2024,Cash,🍜 Food,Breakfast,,5.2,Expense,,5.2,MYR,5.2
3/6/2024,Cash,Other,Other,,20,Expense,,20,MYR,20
3/6/2024,Cash,🍜 Food,Groceries,,56.6,Expense,,56.6,MYR,56.6
3/6/2024,Public Bank,🍜 Food,Groceries,,49.9,Expense,,49.9,MYR,49.9
3/6/2024,Cash,🍜 Food,Groceries,,37.3,Expense,,37.3,MYR,37.3
4/6/2024,Cash,🍜 Food,Lunch,,6,Expense,,6,MYR,6
4/6/2024,Cash,Touch N Go,,,20,Expense,,20,MYR,20
4/6/2024,Cash,🍜 Food,Dinner,,12.2,Expense,,12.2,MYR,12.2
4/6/2024,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9
5/6/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5
5/6/2024,Cash,🍜 Food,Dinner,,9,Expense,,9,MYR,9
5/6/2024,Cash,🍜 Food,Groceries,,12.25,Expense,,12.25,MYR,12.25
6/6/2024,Public Bank,Phone,Maxis,,72.05,Expense,,72.05,MYR,72.05
6/6/2024,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
6/6/2024,Cash,🍜 Food,Beverages,,5,Expense,,5,MYR,5
6/6/2024,Public Bank,🍜 Food,Groceries,,39.9,Expense,,39.9,MYR,39.9
7/6/2024,Bank Islam,🤑 Allowance,,,100,Income,,100,MYR,100
7/6/2024,Cash,🍜 Food,Dinner,,9,Expense,,9,MYR,9
8/6/2024,Cash,🍜 Food,Dinner,,20.3,Expense,,20.3,MYR,20.3
8/6/2024,Cash,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
9/6/2024,Cash,🍜 Food,Dinner,,18.2,Expense,,18.2,MYR,18.2
9/6/2024,Cash,Touch N Go,,,20,Expense,,20,MYR,20
9/6/2024,Public Bank,🍜 Food,Groceries,,11.4,Expense,,11.4,MYR,11.4
10/6/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5
10/6/2024,Cash,🍜 Food,Dinner,,12.5,Expense,,12.5,MYR,12.5
11/6/2024,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7
11/6/2024,Cash,🍜 Food,Dinner,,9,Expense,,9,MYR,9
12/6/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5
12/6/2024,Cash,🍜 Food,Dinner,,12.2,Expense,,12.2,MYR,12.2
13/6/2024,Public Bank,Other,,Fees,4,Expense,,4,MYR,4
13/6/2024,Public Bank,Cash,,,50,Transfer-Out,,50,MYR,50
13/6/2024,Cash,🍜 Food,Breakfast,,1,Expense,,1,MYR,1
13/6/2024,Public Bank,Other,Other,LHDN,10,Expense,,10,MYR,10
13/6/2024,Cash,🍜 Food,Lunch,,9,Expense,,9,MYR,9
13/6/2024,Public Bank,🤑 Allowance,,,100,Income,,100,MYR,100
13/6/2024,Cash,🍜 Food,Dinner,,11,Expense,,11,MYR,11
14/6/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3
14/6/2024,Cash,🍜 Food,Breakfast,,1,Expense,,1,MYR,1
14/6/2024,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7
14/6/2024,Public Bank,🍜 Food,Dinner,,32,Expense,,32,MYR,32
15/6/2024,Public Bank,Other,Movies,,65.5,Expense,,65.5,MYR,65.5
15/6/2024,Cash,Other,Other,,5.9,Expense,,5.9,MYR,5.9
15/6/2024,Public Bank,🧘🏼 Health,Toiletries,,39.2,Expense,,39.2,MYR,39.2
15/6/2024,Public Bank,🍜 Food,Groceries,,18.55,Expense,,18.55,MYR,18.55
16/6/2024,Public Bank,🎮 Game,Honkai Star Rail,,39.9,Expense,,39.9,MYR,39.9
18/6/2024,Cash,🍜 Food,Lunch,,6,Expense,,6,MYR,6
18/6/2024,Cash,🍜 Food,Dinner,,14.5,Expense,,14.5,MYR,14.5
18/6/2024,Cash,🍜 Food,Groceries,,5.5,Expense,,5.5,MYR,5.5
19/6/2024,Cash,🍜 Food,Breakfast,,1,Expense,,1,MYR,1
19/6/2024,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
19/6/2024,Cash,🍜 Food,Dinner,,12.2,Expense,,12.2,MYR,12.2
20/6/2024,Cash,🍜 Food,Dinner,,12.5,Expense,,12.5,MYR,12.5
21/6/2024,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
21/6/2024,Cash,🍜 Food,Lunch,,6,Expense,,6,MYR,6
22/6/2024,Cash,🍜 Food,Lunch,,6.3,Expense,,6.3,MYR,6.3
22/6/2024,Cash,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
22/6/2024,Cash,🍜 Food,Dinner,,18.7,Expense,,18.7,MYR,18.7
22/6/2024,Cash,🍜 Food,Dinner,,6.3,Expense,,6.3,MYR,6.3
23/6/2024,Public Bank,🎮 Game,Arknight,,21.99,Expense,,21.99,MYR,21.99
23/6/2024,Cash,🍜 Food,Dinner,,9.3,Expense,,9.3,MYR,9.3
23/6/2024,Public Bank,🍜 Food,Groceries,,23.5,Expense,,23.5,MYR,23.5
23/6/2024,Cash,🍜 Food,Beverages,,2.8,Expense,,2.8,MYR,2.8
24/6/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5
24/6/2024,Cash,🍜 Food,Dinner,,12.2,Expense,,12.2,MYR,12.2
25/6/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5
25/6/2024,Cash,🍜 Food,Dinner,,9,Expense,,9,MYR,9
26/6/2024,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7
26/6/2024,Public Bank,🍜 Food,Groceries,,31.2,Expense,,31.2,MYR,31.2
28/6/2024,Public Bank,🤑 Allowance,,,100,Income,,100,MYR,100
29/6/2024,Public Bank,Other,Other,,23.39,Expense,,23.39,MYR,23.39
29/6/2024,Public Bank,💰 Salary,,,143.93,Income,,143.93,MYR,143.93
30/6/2024,Public Bank,🧘🏼 Health,Medicine,,8.6,Expense,,8.6,MYR,8.6
30/6/2024,Public Bank,🍜 Food,Beverages,,8.6,Expense,,8.6,MYR,8.6
30/6/2024,Cash,🍜 Food,Eating out,,12.5,Expense,,12.5,MYR,12.5
30/6/2024,Cash,🍜 Food,Beverages,,4.2,Expense,,4.2,MYR,4.2
30/6/2024,Cash,Other,Other,,1.5,Expense,,1.5,MYR,1.5
