Date,Account,Category,Subcategory,Note,MYR,Income/Expense,Note2,Amount,Currency,Account3
25/07/2023 15:45:56,Public Bank,Transportation,GrabCar,,8,Expense,,8,MYR,8
25/07/2023 15:46:03,Public Bank,Dompet,,,50,Transfer-Out,,50,MYR,50
25/08/2022 09:33:23,Public Bank,Allowance,,,200,Income,,200,MYR,200
25/09/2022 07:33:23,Dompet,Food & Drink,,,10,Expense,,10,MYR,10
25/09/2022 11:48:04,Dompet,Health,Toiletries,Sabun Mandi,20.9,Expense,,20.9,MYR,20.9
25/09/2022 11:50:30,Dompet,Food & Drink,,,8,Expense,,8,MYR,8
25/10/2022 12:10:39,Public Bank,Food & Drink,,,22.55,Expense,,22.55,MYR,22.55
25/10/2022 12:11:23,Dompet,Transportation,,,7,Expense,,7,MYR,7
25/10/2022 16:18:05,Dompet,Food & Drink,,,3.8,Expense,,3.8,MYR,3.8
25/10/2022 16:23:11,Dompet,Health,Toiletries,,2,Expense,,2,MYR,2
25/10/2022 17:29:50,Dompet,Transportation,,,7,Expense,,7,MYR,7
25/11/2022 20:52:53,Dompet,Transportation,Car,,10,Expense,,10,MYR,10
25/12/2022 13:11:58,Dompet,Other,,,1.65,Expense,,1.65,MYR,1.65
25/12/2022 14:34:54,Public Bank,Food & Drink,Lunch,,23.3,Expense,,23.3,MYR,23.3
25/12/2022 16:07:32,Dompet,Food & Drink,Barang Dapur,,7.7,Expense,,7.7,MYR,7.7
26/01/2023 17:27:49,Dompet,Food & Drink,Dinner,,5,Expense,,5,MYR,5
26/01/2023 17:31:01,Dompet,Food & Drink,Dinner,,9,Expense,,9,MYR,9
26/01/2023 17:34:34,Dompet,Food & Drink,Dinner,,3,Expense,,3,MYR,3
26/01/2023 23:59:31,Public Bank,Credit Topup,Yoodo,,63,Expense,,63,MYR,63
26/03/2023 13:14:57,Public Bank,Other,,,20.5,Expense,,20.5,MYR,20.5
26/03/2023 17:13:32,Dompet,Food & Drink,Dinner,,10,Expense,,10,MYR,10
26/03/2023 17:14:07,Dompet,Food & Drink,Drink,,6,Expense,,6,MYR,6
26/04/2023 10:05:03,Dompet,Bank Islam,,,400,Transfer-Out,,400,MYR,400
26/04/2023 10:42:05,Public Bank,Transportation,GrabCar,,5,Expense,,5,MYR,5
26/04/2023 11:47:57,Dompet,Food & Drink,Barang Dapur,,3.9,Expense,,3.9,MYR,3.9
26/04/2023 12:01:21,Dompet,Food & Drink,Drink,,5,Expense,,5,MYR,5
26/04/2023 12:40:15,Dompet,Transportation,Bus,,4,Expense,,4,MYR,4
26/04/2023 16:44:52,Public Bank,Game,Azurlane,,27.99,Expense,,27.99,MYR,27.99
26/05/2023 12:21:34,Dompet,Food & Drink,Lunch,,4,Expense,,4,MYR,4
26/05/2023 12:21:39,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
26/06/2023 13:06:13,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
26/08/2022 12:05:28,Dompet,Allowance,,,100,Income,,100,MYR,100
26/09/2022 11:24:09,Public Bank,Credit Topup,Yoodo,,15,Expense,,15,MYR,15
26/09/2022 16:30:05,Public Bank,Transportation,,,14,Expense,,14,MYR,14
26/09/2022 16:31:13,Dompet,Allowance,,,10,Income,,10,MYR,10
26/09/2022 19:00:15,Public Bank,Food & Drink,,,63.95,Expense,,63.95,MYR,63.95
26/09/2022 20:49:52,Public Bank,Game,Honkai,,3.9,Expense,,3.9,MYR,3.9
26/10/2022 11:32:26,Dompet,Other,,MOVIE,29,Expense,,29,MYR,29
26/10/2022 12:03:49,Public Bank,Credit Topup,Digi,,20.07,Expense,,20.07,MYR,20.07
26/10/2022 12:28:19,Public Bank,Food & Drink,,,23,Expense,,23,MYR,23
26/10/2022 13:03:12,Public Bank,Health,Toiletries,,3,Expense,,3,MYR,3
26/11/2022 08:20:04,Dompet,Food & Drink,Dinner,,15,Expense,,15,MYR,15
26/11/2022 08:20:10,Dompet,Food & Drink,Breakfast,,7,Expense,,7,MYR,7
26/11/2022 13:59:31,Public Bank,Food & Drink,Lunch,,25,Expense,,25,MYR,25
26/12/2022 12:00:05,Public Bank,Dompet,,,100,Transfer-Out,,100,MYR,100
26/12/2022 12:00:12,Bank Islam,Dompet,,,100,Transfer-Out,,100,MYR,100
26/12/2022 12:44:51,Dompet,Apparel,Clothing,,89.9,Expense,,89.9,MYR,89.9
26/12/2022 13:47:34,Public Bank,Food & Drink,Lunch,,44.05,Expense,,44.05,MYR,44.05
27/01/2023 13:58:34,Dompet,Food & Drink,Lunch,,5,Expense,,5,MYR,5
27/01/2023 13:58:40,Dompet,Food & Drink,Drink,,4,Expense,,4,MYR,4
27/02/2023 13:19:02,Public Bank,Other,,Print,10,Expense,,10,MYR,10
27/02/2023 13:19:16,Public Bank,Transportation,GrabCar,,14,Expense,,14,MYR,14
27/02/2023 14:06:09,Dompet,Other,,,8.4,Expense,,8.4,MYR,8.4
27/02/2023 14:18:50,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
27/04/2023 13:03:37,Dompet,Food & Drink,Lunch,,10.5,Expense,,10.5,MYR,10.5
27/05/2023 21:47:15,Public Bank,Food & Drink,Dinner,,16.7,Expense,,16.7,MYR,16.7
27/06/2023 13:06:28,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
27/06/2023 13:06:30,Dompet,Food & Drink,Lunch,,2,Expense,,2,MYR,2
27/07/2023 17:28:43,Dompet,Health,Gym,,9,Expense,,9,MYR,9
27/07/2023 19:17:02,Dompet,Food & Drink,Dinner,,11,Expense,,11,MYR,11
27/08/2022 16:19:33,Dompet,Other,,Gunting Rambut,15,Expense,,15,MYR,15
27/08/2023 11:40:03,Dompet,Other,,Telkomsel,34.81,Expense,,105000,IDR,34.81
27/09/2022 12:38:12,Public Bank,Food & Drink,,,24.41,Expense,,24.41,MYR,24.41
27/10/2022 10:05:06,Dompet,Food & Drink,,,12.3,Expense,,12.3,MYR,12.3
27/10/2022 16:42:24,Public Bank,Game,Honkai,Battlepass,23.9,Expense,,23.9,MYR,23.9
27/10/2022 16:42:38,Dompet,Food & Drink,,,2.5,Expense,,2.5,MYR,2.5
27/11/2022 18:21:03,Dompet,Food & Drink,Dinner,,6.5,Expense,,6.5,MYR,6.5
27/12/2022 13:15:58,Dompet,Food & Drink,Lunch,,5,Expense,,5,MYR,5
27/12/2022 18:25:39,Dompet,Food & Drink,Dinner,,4,Expense,,4,MYR,4
28/01/2023 12:12:46,Dompet,Food & Drink,Dinner,,6,Expense,,6,MYR,6
28/02/2023 00:36:02,Bank Islam,Allowance,,,8,Income,,8,MYR,8
28/03/2023 20:47:35,Dompet,Transportation,Bus,,4,Expense,,4,MYR,4
28/03/2023 20:47:40,Public Bank,Game,Path to Nowhere,,23.99,Expense,,23.99,MYR,23.99
28/04/2023 11:55:38,Public Bank,Transportation,GrabCar,,9,Expense,,9,MYR,9
28/04/2023 11:55:47,Dompet,Transportation,Bus,,4,Expense,,4,MYR,4
28/04/2023 13:40:16,Dompet,Food & Drink,Lunch,,9.5,Expense,,9.5,MYR,9.5
28/04/2023 13:49:30,Public Bank,Transportation,GrabCar,,7,Expense,,7,MYR,7
28/05/2023 18:13:47,Dompet,Health,Medicine,,10,Expense,,10,MYR,10
28/06/2023 10:51:08,Public Bank,Other,,,110,Expense,,110,MYR,110
28/06/2023 11:58:54,Dompet,Food & Drink,Lunch,,9,Expense,,9,MYR,9
28/07/2022 19:22:28,Public Bank,Credit Topup,Digi,TOPUP MAK,10,Expense,,10,MYR,10
28/08/2022 22:20:04,Public Bank,Credit Topup,Digi,INTERNET,20,Expense,,20,MYR,20
28/09/2022 17:45:50,Dompet,Food & Drink,,,3,Expense,,3,MYR,3
28/09/2022 17:49:45,Public Bank,Game,Genshin,Monthly Pass,19.9,Expense,,19.9,MYR,19.9
28/10/2022 23:44:47,Public Bank,Other,,,40,Expense,,40,MYR,40
28/12/2022 17:58:18,Dompet,Food & Drink,Dinner,,10,Expense,,10,MYR,10
29/01/2023 12:12:46,Dompet,Food & Drink,Lunch,,3.5,Expense,,3.5,MYR,3.5
29/01/2023 17:57:38,Dompet,Food & Drink,Dinner,,5,Expense,,5,MYR,5
29/06/2023 13:12:07,Bank Islam,Allowance,,,200,Income,,200,MYR,200
29/06/2023 17:08:17,Dompet,Apparel,,,5.3,Expense,,5.3,MYR,5.3
29/06/2023 18:21:14,Dompet,Other,,Yes Simcard,30,Expense,,30,MYR,30
29/07/2022 14:11:29,Public Bank,Credit Topup,Yoodo,,83,Expense,,83,MYR,83
29/07/2023 04:38:10,Public Bank,Game,Arknight,,21.99,Expense,,21.99,MYR,21.99
29/07/2023 13:27:33,Dompet,Transportation,Minyak,,30,Expense,,30,MYR,30
29/07/2023 13:39:11,Dompet,Health,Toiletries,,7.5,Expense,,7.5,MYR,7.5
29/07/2023 13:43:31,Dompet,Other,,,19,Expense,,19,MYR,19
29/07/2023 13:43:31,Dompet,Food & Drink,Lunch,,4,Expense,,4,MYR,4
29/09/2022 07:11:35,Public Bank,Credit Topup,Digi,,3,Expense,,3,MYR,3
29/10/2022 17:07:48,Public Bank,Allowance,,,100,Income,,100,MYR,100
29/10/2022 18:43:15,Public Bank,Game,Genshin,Monthly Pass,19.9,Expense,,19.9,MYR,19.9
29/10/2022 18:43:38,Public Bank,Game,Genshin,Battlepass,39.9,Expense,,39.9,MYR,39.9
29/10/2022 19:40:54,Public Bank,Credit Topup,Digi,,10,Expense,,10,MYR,10
29/11/2022 13:02:40,Dompet,Food & Drink,Lunch,,6,Expense,,6,MYR,6
29/11/2022 18:09:06,Dompet,Food & Drink,Dinner,,6,Expense,,6,MYR,6
29/12/2022 17:50:54,Public Bank,Credit Topup,Yoodo,,25,Expense,,25,MYR,25
30/01/2023 17:51:26,Dompet,Food & Drink,Dinner,,6.5,Expense,,6.5,MYR,6.5
30/05/2023 11:42:57,Bank Islam,Allowance,,,200,Income,,200,MYR,200
30/06/2023 17:35:04,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
30/06/2023 17:35:12,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
30/07/2023 10:35:54,Dompet,Food & Drink,Barang Dapur,,8,Expense,,8,MYR,8
30/10/2022 16:29:05,Dompet,Food & Drink,Breakfast,,10.7,Expense,,10.7,MYR,10.7
30/10/2022 18:32:10,Public Bank,Credit Topup,Yoodo,,83,Expense,,83,MYR,83
30/10/2022 23:12:53,Public Bank,Game,Path to Nowhere,,23.99,Expense,,23.99,MYR,23.99
30/11/2022 16:11:42,Dompet,Food & Drink,Lunch,,2,Expense,,2,MYR,2
30/11/2022 17:49:35,Dompet,Food & Drink,Dinner,,6,Expense,,6,MYR,6
30/11/2022 18:32:55,Public Bank,Boost,,,40,Transfer-Out,,40,MYR,40
30/11/2022 18:37:14,Boost,Other,,,40,Expense,,40,MYR,40
30/12/2022 10:25:28,Dompet,Allowance,,,15,Income,,15,MYR,15
30/12/2022 10:25:37,Dompet,Food & Drink,Barang Dapur,,42.05,Expense,,42.05,MYR,42.05
30/12/2022 18:25:58,Dompet,Food & Drink,Dinner,,11.5,Expense,,11.5,MYR,11.5
31/01/2023 12:42:15,Dompet,Food & Drink,Lunch,,5,Expense,,5,MYR,5
31/01/2023 17:42:41,Dompet,Food & Drink,Dinner,,5,Expense,,5,MYR,5
31/01/2023 17:56:22,Dompet,Food & Drink,Drink,,4,Expense,,4,MYR,4
31/01/2023 20:36:34,Public Bank,Allowance,,,200,Income,,200,MYR,200
31/03/2023 07:06:43,Dompet,Transportation,Bus,,6,Expense,,6,MYR,6
31/03/2023 22:58:15,Bank Islam,Allowance,,,200,Income,,200,MYR,200
31/05/2023 13:06:37,Dompet,Allowance,,,100,Income,,100,MYR,100
31/05/2023 16:19:52,Dompet,Food & Drink,Drink,,3.6,Expense,,3.6,MYR,3.6
31/05/2023 19:41:08,Dompet,Food & Drink,Dinner,,24.9,Expense,,24.9,MYR,24.9
31/05/2023 19:41:14,Dompet,Transportation,Minyak,,10,Expense,,10,MYR,10
31/08/2022 11:23:28,Public Bank,Other,,CTOS,46.75,Expense,,46.75,MYR,46.75
31/08/2022 14:00:08,Dompet,Credit Topup,Digi,,90,Expense,,90,MYR,90
31/08/2022 15:03:31,Dompet,Food & Drink,,,14.9,Expense,,14.9,MYR,14.9
31/12/2022 12:21:37,Dompet,Food & Drink,Lunch,,8,Expense,,8,MYR,8
31/12/2022 18:06:39,Dompet,Food & Drink,Dinner,,9,Expense,,9,MYR,9
